Gender,Height,Weight
female,67.50031,118.3179
male,69.70684,143.0038
female,66.12548,130.5276
female,69.3575,143.6705
female,71.21111,123.7803
male,70.30626,127.5549
male,68.79866,113.9144
male,67.98332,129.6498
female,67.04034,136.5138
male,65.51177,125.8274
female,67.5647,121.5267
male,65.31898,112.9453
female,68.67641,133.8246
male,69.69018,108.3043
female,67.58645,128.7129
female,69.02146,131.7672
female,71.22346,134.1668
male,66.68869,121.3149
male,68.89188,116.5565
male,70.25429,132.284
female,66.69163,113.6064
male,71.23552,149.4307
female,72.23127,136.0526
male,69.14796,127.1588
female,68.3997,137.7419
male,69.1157,137.5853
female,67.44534,123.8531
female,67.22197,120.25
female,68.34089,123.5174
male,68.42363,130.5575
male,70.02078,101.0972
male,70.21496,126.4946
female,66.38077,133.6296
male,66.71388,115.4801
female,64.1655,117.12
male,71.24956,137.0562
female,69.89254,147.3662
male,68.98321,135.968
female,64.57034,129.1319
female,67.41889,116.1147
female,69.98766,137.7019
male,70.43488,133.2956
male,65.75904,116.6186
male,64.11045,115.4852
female,66.59156,134.6647
male,67.27675,137.0794
female,69.17155,136.9795
male,69.6518,130.5147
female,66.32536,128.4373
male,64.03352,114.4831
female,61.92639,78.01476
female,67.7671,117.9652
female,66.40118,109.6265
male,66.88433,124.1093
male,68.2887,122.8747
male,66.1441,116.6754
female,70.22583,140.134
male,68.68353,137.0244
female,71.08882,137.2922
male,64.53211,112.4629
female,66.54164,115.2955
male,67.46281,130.815
female,68.0421,121.023
female,65.46687,124.5001
female,68.52141,113.6681
male,67.96073,126.2877
male,66.57412,121.4992
male,67.40978,137.7122
female,67.55044,146.7738
male,64.99509,110.056
female,68.29555,135.3666
male,65.96557,133.8862
female,68.96821,134.2673
male,69.15112,119.7562
female,68.56283,128.7529
female,69.75078,136.582
female,67.47683,102.3792
male,70.38587,126.0902
male,68.33742,135.0531
male,68.81973,142.3251
female,68.62357,110.3801
male,63.33985,102.0817
female,69.12711,117.5758
male,67.89769,121.003
female,66.45348,137.254
male,65.60765,117.6409
female,69.61332,124.3246
female,65.2444,100.6039
female,70.00592,138.7949
male,68.27914,126.7719
male,68.01894,140.9059
male,66.99443,125.0889
female,66.27568,120.1084
male,67.53537,142.9972
female,66.97235,112.1711
male,70.63806,145.3795
female,62.8996,122.5734
male,69.89458,138.0427
female,71.93148,145.0405
female,68.87022,125.7048
female,68.93,132.8748
male,64.69495,125.4599
male,68.70088,125.097
male,69.00687,141.8557
female,67.0541,127.0649
male,66.03227,105.2789
female,65.47238,123.0281
male,68.47197,116.8453
female,72.86624,155.6909
male,69.44922,122.5776
female,67.63052,125.2892
female,68.2045,100.3754
female,66.53317,124.1705
male,67.27027,129.1828
male,65.41871,117.4206
male,71.23007,141.3686
female,65.94361,116.2995
male,68.6177,135.2373
female,70.50911,124.1658
male,69.85115,120.489
female,71.86882,124.1575
male,69.08754,132.1762
female,68.19593,127.1534
female,70.29545,123.0092
female,66.37047,119.1916
male,69.81223,135.2679
male,67.11791,109.1436
male,66.40278,119.7731
female,66.84852,138.8225
male,69.11523,131.8907
female,70.68754,133.2559
male,65.23047,125.7246
female,67.79963,131.9513
male,67.81254,129.5695
female,68.18637,114.497
female,64.72897,113.9349
female,67.22249,131.9605
male,67.93339,115.2966
male,66.48779,120.5557
male,66.56398,120.0062
female,66.75188,105.1257
male,66.02021,126.5255
female,67.9585,127.2612
male,67.75219,110.8899
female,73.95494,154.3987
male,68.63039,141.3375
female,62.37478,129.29
female,68.14198,140.1522
female,68.18139,117.3218
male,69.02633,120.1428
male,66.65396,107.1014
male,70.08721,141.2284
female,67.67278,118.0272
male,67.75081,117.2739
female,69.23325,126.2547
male,66.37194,110.396
female,70.10608,147.4051
male,69.31002,138.6833
female,68.90824,136.5244
female,68.92139,134.8939
female,67.23139,132.9597
male,65.72498,138.466
male,65.644,115.7868
male,67.33561,143.0319
female,69.78481,131.0816
male,70.59255,139.4271
female,68.63899,122.564
male,65.88659,127.421
female,68.58695,138.1849
male,72.62181,131.941
female,67.19948,126.541
female,63.83059,95.14852
female,66.5739,121.3202
male,68.18941,124.102
male,67.36899,131.4176
male,67.99917,126.5831
female,64.31329,110.9314
male,69.79204,145.3659
female,68.63117,136.1348
male,66.5155,137.0524
female,66.38747,121.6402
male,69.64946,125.6207
female,69.99201,160.4327
female,69.47095,127.7372
female,68.77016,134.2468
male,71.11019,140.7725
male,68.89861,118.0075
male,69.31258,146.593
female,69.5515,139.4765
male,64.91223,119.4779
female,68.37362,118.1811
male,69.53448,128.3192
female,71.24771,154.2702
male,68.83289,127.9049
female,70.97853,139.8943
female,68.7672,143.2316
female,70.09748,131.3648
male,66.41888,138.25
male,65.86975,130.1757
male,70.4954,159.7426
female,65.064,105.9605
male,66.23465,146.7267
female,63.36047,101.3858
male,65.49193,111.6041
female,69.78248,123.3267
male,67.16624,108.0636
female,69.51547,125.7864
female,68.25933,117.6366
female,69.56163,123.3559
male,68.51831,132.3693
male,68.80896,133.7864
male,68.56353,140.9816
female,67.83572,124.3327
male,69.41269,142.6121
female,69.68146,129.8956
male,67.64549,143.3283
female,66.05269,122.8764
male,66.27796,107.2234
female,65.97701,122.1289
female,66.49181,104.5214
female,69.4567,127.3538
male,65.33723,121.5969
male,66.57846,124.3407
male,68.01712,137.5218
female,71.9112,138.2502
male,69.96109,142.6425
female,66.49663,115.0091
male,69.70181,127.0448
female,68.75589,117.8107
male,68.24339,124.7115
female,71.0885,134.7542
female,69.22398,128.7649
female,65.73834,132.8322
male,66.723,122.3498
male,66.46585,143.7961
male,70.17314,133.0561
female,62.87311,118.5005
male,71.03165,157.4647
female,65.93252,123.4121
male,68.38672,133.2561
female,68.48179,131.7267
male,66.76412,127.6081
female,70.28787,145.6777
female,67.95232,126.7402
female,66.4042,107.4818
male,67.99874,125.0152
male,68.94294,132.508
male,66.99344,117.7892
female,67.73609,127.2783
male,65.91236,138.3038
female,69.29849,141.5628
male,69.19949,127.7265
female,67.43514,143.9286
male,71.4622,132.334
female,69.06087,139.6586
female,66.77321,128.0555
female,68.79889,126.6591
male,67.86558,143.0202
male,68.57647,120.5964
male,65.96871,133.0051
female,66.58142,120.7591
male,68.05952,119.5858
female,70.24508,128.3668
male,64.83437,113.7229
female,68.73522,137.6596
male,68.7765,136.8831
female,68.33747,119.7698
female,70.23944,142.1361
female,68.81975,140.2789
male,68.00236,149.5672
male,64.70248,119.8107
male,69.24303,140.6072
female,69.73554,112.9331
male,69.90308,118.7222
female,70.26048,142.8739
male,68.15806,118.4471
female,68.16444,136.4492
male,66.89046,125.3586
female,65.22883,117.7991
female,68.87187,130.3033
female,68.18349,142.1478
male,64.41925,133.8882
male,66.7988,111.9541
male,69.8922,131.1349
female,67.47421,127.7576
male,65.32392,100.9973
female,67.69222,124.5089
male,70.27339,149.3882
female,69.54348,138.795
male,73.32067,131.1796
female,66.05531,120.903
female,65.51404,123.1225
female,69.69787,148.9949
male,65.81341,127.2974
male,69.3073,133.1362
male,64.86268,108.1662
female,69.16539,138.3731
male,70.52093,136.9358
female,68.1878,118.8524
male,66.08498,113.2371
female,65.10427,113.6349
male,68.62122,116.6541
female,71.42976,127.3845
female,65.69791,117.3124
female,69.80748,128.074
male,69.92772,136.1304
male,69.41298,130.348
male,70.06942,126.2846
female,66.39166,118.4999
male,66.07042,107.3307
female,67.94108,131.225
male,66.88941,127.8534
female,68.96017,124.9296
male,69.5704,156.8531
female,68.2825,128.9134
female,66.7166,130.1374
female,66.72626,108.1246
male,66.57273,114.7724
male,68.04107,126.3943
male,68.6295,139.1018
female,68.49436,113.7604
male,66.39979,114.3961
female,68.28212,132.8866
male,68.52069,139.9603
female,69.03432,120.0319
male,64.99547,129.0647
female,67.91196,112.3713
female,66.91361,116.2512
female,70.70381,139.5198
male,67.40064,137.1524
male,69.05353,127.2322
male,65.85398,121.7386
female,66.79527,121.806
male,68.85892,145.3855
female,66.42832,103.8422
male,66.91067,126.6949
female,70.43889,137.7195
male,67.94999,139.0592
female,69.95065,139.1737
female,72.71908,134.6013
female,65.74199,136.7099
male,65.51557,125.163
male,70.21226,119.1812
male,69.16742,128.4386
female,68.82771,105.6454
male,68.60122,132.7843
female,65.56691,127.4552
male,69.79458,120.7382
female,68.50628,131.7647
male,66.57019,116.6893
female,70.03926,134.5167
female,67.9869,141.6655
female,71.22405,151.3256
male,68.74939,126.1276
male,67.24515,139.1668
male,67.73462,114.4462
female,67.46116,127.3858
male,69.2147,140.1225
female,67.51576,126.9627
male,66.10796,114.8271
female,68.5057,117.2246
male,66.73397,122.3952
female,69.36366,125.575
female,71.87173,146.8516
female,65.49077,118.2955
male,66.34021,108.1274
male,66.91425,112.1228
male,69.28626,134.7612
female,67.79093,124.6467
male,69.07817,143.6054
female,67.44134,146.0127
male,68.73085,134.9284
female,69.47641,129.3397
male,68.70536,144.436
female,64.93749,106.7489
female,67.24113,111.1544
female,66.56344,131.8655
male,65.53499,94.12903
male,63.90174,118.1282
male,69.67198,133.5641
female,64.43413,124.1712
male,64.51197,115.5299
female,67.70097,133.1008
male,64.90215,123.7036
female,67.99061,129.6754
male,67.82413,120.6313
female,68.52722,126.7222
female,69.2092,121.3021
female,66.20442,115.7721
male,71.109,132.442
male,68.57075,114.2557
male,68.00623,137.8888
female,64.09668,113.0901
male,68.75021,138.3973
female,65.47736,116.194
male,68.75545,135.4326
female,67.45601,117.7914
male,65.98877,120.6623
female,69.37016,127.3013
female,67.6734,123.4882
female,69.89525,119.6832
male,69.61509,128.0375
male,69.3937,137.0006
male,67.97247,102.2394
female,69.22724,127.8642
male,67.9542,120.0739
female,67.95068,115.6076
male,68.40984,145.4263
female,68.77759,131.7281
male,65.13204,122.8043
female,68.81528,126.5719
female,64.91737,118.1884
female,69.24,141.1041
male,64.37656,106.7087
male,66.94537,128.9508
male,67.93057,122.6122
female,67.94897,110.6746
male,67.85108,123.105
female,66.58719,114.1358
male,69.6734,133.9095
female,69.99226,131.5353
male,66.01009,111.5487
female,69.06337,140.4059
female,68.44652,122.5025
female,67.77966,120.9614
male,68.28074,126.8558
male,67.85813,116.385
male,66.32684,104.7552
female,64.69309,116.3749
male,69.99022,153.7945
female,71.14046,139.3483
male,73.11374,141.5157
female,67.07803,128.1482
male,67.86878,111.8266
female,66.00182,122.9777
female,66.90908,135.2963
female,66.6852,127.4327
male,67.09584,138.9995
male,69.32346,129.5811
male,71.51046,152.7026
female,67.95718,126.8874
male,71.95199,148.9864
female,64.63369,101.6115
male,67.76332,102.2017
female,67.47196,128.7711
male,68.9559,128.348
female,68.91935,130.601
female,69.72604,129.9311
female,69.36628,126.0097
male,69.36979,160.0595
male,70.82097,125.9832
male,67.88765,130.1885
female,66.24709,108.1229
male,65.29888,126.1983
female,68.06429,115.6124
male,68.31388,157.1449
female,66.80653,129.4758
male,70.76233,128.8173
female,67.91801,131.1724
female,67.7657,137.7214
female,68.41708,129.1072
male,70.60391,134.6567
male,70.95676,152.5077
male,67.80891,119.3174
female,68.05761,144.4357
male,71.64101,137.6723
female,69.56807,131.7272
male,68.37897,124.4672
female,69.52961,139.0711
male,67.91638,129.7194
female,65.90163,130.2564
female,66.40618,120.6583
female,66.75016,127.253
male,70.67254,128.2802
male,66.19564,121.9578
male,63.86903,108.1252
female,67.31392,124.2722
male,68.76809,138.7117
female,65.20943,116.157
male,66.98591,115.0587
female,67.42523,136.1542
male,66.50837,120.1535
female,67.6117,121.1889
female,66.61201,121.5732
female,70.86568,118.6469
male,71.32734,128.9839
male,65.4778,112.1488
male,67.97456,143.301
female,64.43034,111.1606
male,64.28602,107.6355
female,66.96798,126.725
male,70.1485,131.5029
female,69.33442,151.3078
male,64.16934,112.0675
female,68.13767,119.5635
female,67.08413,112.2697
female,67.41342,121.7801
male,66.12667,114.907
male,69.20029,131.6151
male,68.12415,123.0866
female,68.46751,112.8145
male,68.76315,142.2609
female,68.57141,125.4749
male,66.26613,130.1712
female,71.68987,134.2174
male,69.02855,137.7087
female,68.18153,128.3747
female,68.09645,134.3938
female,67.62189,123.3117
male,67.09138,118.3389
male,63.55618,102.794
male,62.85508,114.4639
female,68.7842,131.0257
male,63.50044,120.7176
female,67.44217,134.7953
male,67.98901,129.3666
female,70.35684,147.6725
male,69.72082,128.5478
female,64.46472,100.3255
female,67.97104,130.713
female,66.30166,125.9627
male,70.70031,134.4612
male,71.09133,140.8249
male,67.99134,145.7668
female,69.21008,134.423
male,66.88274,126.4537
female,68.36795,125.8251
male,68.49492,134.5742
female,68.58014,153.277
male,67.89223,128.9499
female,67.11189,96.36193
female,63.31715,104.4658
female,67.75509,136.1973
male,67.73474,121.4205
male,70.0064,133.8839
male,71.4794,141.4209
female,66.55546,111.2872
male,68.93126,130.5566
female,68.92078,127.2883
male,69.87076,106.3125
female,68.83485,119.3079
male,65.01842,151.4337
female,67.6557,118.4406
female,67.04163,133.2765
female,69.71126,126.3546
male,66.50183,131.5315
male,68.33511,144.3527
male,66.9407,110.8551
female,67.40925,136.9725
male,69.31165,131.074
female,64.06236,115.105
male,65.56181,116.5971
female,64.77319,121.3992
male,68.96452,131.9731
female,66.63747,118.1281
female,69.56752,135.5865
female,65.1007,109.2654
male,64.9936,110.6938
male,70.66323,128.1262
male,69.00077,112.673
female,70.10951,114.8419
male,67.34384,114.9568
female,68.60818,134.9085
male,67.23956,107.1732
female,72.29201,139.9045
male,67.08503,120.075
female,67.42026,134.753
female,69.11345,124.4949
female,72.35402,138.0597
male,65.26185,121.3037
male,68.44809,119.1946
male,63.33709,129.6209
female,69.63855,127.8437
male,70.94026,120.1561
female,68.87976,129.9892
male,66.86712,117.3156
female,71.04505,130.1568
male,68.38827,119.0647
female,67.52106,122.7459
female,69.87186,132.0456
female,71.55171,117.5422
male,66.46162,127.9555
male,72.02569,124.1535
male,67.57232,118.5305
female,69.00459,120.4771
male,65.95744,133.5889
female,69.42784,138.1965
male,66.84795,110.233
female,68.35329,123.8493
male,65.86502,123.3062
female,69.835,140.2449
female,67.66145,126.0904
female,68.19426,144.2229
male,69.32705,129.9933
male,67.61906,116.2005
male,73.40972,133.009
female,66.96963,127.496
male,66.12847,105.4284
female,67.31517,123.035
male,70.20341,139.4022
female,68.61279,136.1018
male,68.2315,128.3552
female,69.01795,120.3067
female,69.11662,132.9447
female,67.01546,130.2632
male,69.66929,126.4905
male,68.84648,115.084
male,68.62712,120.257
female,68.34286,124.6374
male,68.00429,110.7882
female,68.53424,138.4216
male,68.86421,125.0711
female,68.66789,116.5181
male,64.77087,106.5228
female,66.59801,130.4351
female,68.51877,135.0892
female,67.72455,122.4271
male,68.65578,152.6253
male,66.55626,135.1086
male,65.6087,120.4908
female,65.99372,127.2212
male,69.59156,131.6555
female,66.83509,115.5445
male,68.49693,122.8879
female,68.18592,141.1364
male,65.89922,113.8338
female,66.9475,105.6898
female,69.06182,134.9376
female,68.33972,125.0717
male,66.07267,132.8536
male,69.31936,138.2366
male,65.84808,131.2502
female,67.36294,118.4514
male,67.3593,117.1267
female,64.4803,114.5619
male,69.90125,145.3534
female,66.98612,146.5458
male,69.10503,121.7325
female,67.52838,111.8378
female,69.42915,123.1078
female,67.06781,118.8862
male,67.46411,126.3954
male,68.88653,120.841
male,67.0299,111.8676
female,64.80287,122.305
male,70.12057,128.2378
female,66.70331,137.0292
male,65.61686,124.6061
female,66.94092,116.4586
male,65.96306,94.7257
female,65.67991,123.1875
female,69.71521,131.7122
female,72.27532,154.9474
male,68.9462,125.8252
male,65.77925,120.1731
male,67.74371,133.4557
female,67.50658,138.89
male,64.7387,129.9819
female,70.40075,138.2906
male,66.31113,118.736
female,69.07813,132.6275
male,65.591,118.3107
female,67.68762,120.8594
female,66.44951,120.1558
female,68.08673,126.8226
male,66.24786,127.0943
male,70.99353,123.479
male,68.2099,127.1802
female,67.95421,125.725
male,68.83812,129.5121
female,65.96009,128.081
male,66.27192,118.0759
female,65.97624,115.5401
male,66.75536,121.1873
female,70.71061,142.0151
female,69.7805,121.0935
female,68.54296,139.0712
male,68.1192,108.6708
male,65.3068,129.9528
male,69.78927,139.6959
female,68.62776,126.7958
male,70.62247,130.7473
female,68.90663,139.9702
male,69.10172,147.4603
female,65.38912,106.2248
male,67.42929,118.2165
female,68.36866,129.2801
female,68.36248,120.0642
female,66.87574,122.173
male,69.29149,127.6393
male,65.28542,129.8255
male,66.6047,119.5932
female,66.85857,137.179
male,71.25571,140.6042
female,70.01811,125.5674
male,68.14057,121.5594
female,70.42527,136.4209
male,70.19124,116.1543
female,70.03089,121.4123
female,66.38573,126.3671
female,66.9214,125.7389
male,67.42805,135.3317
male,67.65681,110.0211
male,67.35105,110.7792
female,66.64091,119.5543
male,69.83869,146.7883
female,66.59553,124.4923
male,69.77893,122.8878
female,66.08192,128.2059
male,70.75962,145.1159
female,68.33049,109.8427
female,67.25612,139.0113
female,70.61119,143.3182
male,67.56781,112.6521
male,70.97495,148.0819
male,70.12654,129.6234
female,68.78941,128.9925
male,67.18784,110.9939
female,67.1599,121.0722
male,67.87817,132.0587
female,69.82444,124.1746
male,68.68474,116.2746
female,69.35291,130.007
female,68.57852,135.4695
female,67.33814,133.6925
male,68.19909,124.0152
male,63.92008,113.4979
male,68.02589,121.0372
female,66.5546,127.0069
male,67.95995,112.8356
female,67.45313,138.8983
male,69.72472,146.8345
female,65.79407,117.257
male,68.77865,148.2023
female,65.47726,110.3392
female,68.95735,124.7896
female,68.41169,137.9051
male,67.62647,134.5912
male,66.45056,136.37
male,68.41418,136.993
female,73.46216,140.968
male,65.43572,118.0352
female,67.99082,135.9919
male,67.52665,122.5461
female,67.73934,115.2443
male,65.96595,119.5018
female,68.87961,121.7995
female,68.08036,127.2558
female,67.36171,120.6458
male,64.38354,119.3323
male,69.75639,126.066
male,66.8137,106.6755
female,67.46087,121.3847
male,68.99738,118.3578
female,66.52827,123.3633
male,69.43908,136.248
female,67.88492,122.1517
male,70.61052,147.686
female,69.48816,130.5616
female,67.12804,122.7826
female,67.75649,117.9294
male,70.94686,131.9377
male,68.2358,125.9982
male,68.81174,135.5761
female,69.37167,130.0714
male,66.56234,123.6984
female,67.51121,115.6791
male,67.92882,129.482
female,64.63454,109.9452
male,67.79166,118.3516
female,67.04792,125.6464
female,68.56413,112.2504
female,67.53116,124.9106
male,67.71164,130.67
male,71.49767,128.9497
male,66.42399,121.8209
female,65.25687,115.1695
male,67.02666,121.5475
female,68.4504,122.1388
male,73.55566,149.8402
female,69.17741,131.2888
male,67.4203,110.133
female,67.42349,130.7954
female,70.42099,127.0184
female,67.02709,116.7578
male,66.33083,129.3366
male,69.55259,133.0437
male,69.55744,135.4041
female,67.25328,138.7002
male,66.1666,105.7041
female,68.87957,98.57059
male,69.62485,131.5031
female,68.47403,129.3925
male,65.07886,140.2449
female,67.07668,137.308
female,65.87754,121.0767
female,68.13293,123.9844
male,70.14968,121.9132
male,65.34486,111.9794
male,66.07233,123.6313
female,68.10652,129.6434
male,71.04529,139.779
female,64.75341,119.3351
male,67.33457,110.3688
female,64.26607,127.348
male,66.25028,122.8633
female,69.80613,126.2564
female,70.31933,132.2946
female,65.90373,122.0525
male,68.12881,111.4134
male,69.43281,120.0944
male,69.05555,140.1024
female,70.16747,139.4727
male,70.72975,152.7356
female,69.50996,137.1134
male,67.74268,136.3711
female,67.58253,128.0786
male,65.01312,125.7965
female,67.06595,129.959
female,68.32618,129.2915
female,67.4883,132.394
male,67.81802,121.1499
male,67.86423,122.2616
male,67.04793,144.7241
female,69.56793,124.4291
male,64.52939,128.9372
female,68.42798,122.4175
male,68.71113,112.1148
female,66.14989,138.2484
male,72.84817,151.3727
female,71.75528,136.2952
female,66.20062,122.2395
female,71.30122,122.1991
male,72.70475,106.6605
male,66.4848,131.0492
male,65.73936,103.8932
female,65.73932,116.6705
male,68.36851,126.187
female,66.78073,123.7823
male,65.25826,95.63814
female,69.25203,125.6851
male,68.19473,113.3283
female,67.42308,127.9037
female,68.59131,121.6313
female,69.93451,112.2096
male,68.35495,137.9728
male,67.77473,133.3277
male,70.20824,136.6606
female,64.81088,111.9485
male,70.52361,135.5258
female,68.65188,115.0439
male,67.0511,131.1182
female,69.31371,132.4638
male,67.36956,128.4464
female,70.15169,114.8211
female,65.51921,113.3363
female,70.00466,104.466
male,68.0189,129.3333
male,66.72787,103.2365
male,69.81422,132.2248
female,67.4484,105.256
male,64.50036,126.8106
female,67.42181,127.379
male,69.54484,135.6098
female,66.78251,94.51209
male,68.02583,135.0232
female,69.59756,126.0523
female,69.70111,147.8201
female,68.69898,131.2838
male,69.50665,139.9177
male,67.16676,125.2779
male,66.01105,130.5078
female,68.95166,129.3768
male,68.38876,119.2589
female,67.47329,132.4444
male,66.73831,128.1593
female,64.92467,96.91718
male,71.2568,130.6852
female,68.64395,136.5972
female,67.67603,124.4685
female,65.50539,143.9237
male,64.31386,119.0699
male,69.72695,119.3308
male,65.11523,125.7234
female,63.70715,111.0903
male,69.94478,128.5573
female,67.20119,113.6719
male,71.38651,141.1154
female,66.74038,133.1715
male,65.21928,125.0902
female,66.83913,129.4363
female,69.02398,130.9462
female,67.32826,112.6738
male,66.59493,127.1637
male,71.73466,145.4267
male,66.33824,123.3295
female,67.0491,123.2213
male,70.64134,152.056
female,69.59606,118.9768
male,66.78068,119.4823
female,69.39063,149.617
male,69.90303,133.9469
female,72.73727,144.2981
female,68.39263,132.5303
female,68.31048,129.9349
male,66.94796,113.807
male,68.97424,131.1916
male,63.82304,120.9811
female,67.42872,134.8411
male,67.44922,122.6827
female,68.4922,143.6419
male,65.45648,99.10252
female,67.46239,125.3729
male,68.06118,119.3436
female,69.35205,127.3954
female,67.1694,120.7452
female,69.16451,138.1299
male,67.84407,117.4335
male,69.74531,136.4161
male,69.50049,118.8787
female,65.59756,109.2654
male,65.7887,121.8958
female,67.73988,121.1281
male,67.45264,107.8988
female,66.76519,118.5142
male,69.16573,122.5451
female,67.64803,130.9586
female,68.99719,126.3192
female,66.95571,114.573
male,68.21681,139.3253
male,70.59044,135.6509
male,67.01016,136.7692
female,67.16363,112.0325
male,67.31394,114.5343
female,68.61835,135.0315
male,67.52474,129.9562
female,68.7303,132.5218
male,68.51045,113.1181
female,70.2755,124.5574
female,69.58278,132.3214
female,68.17009,126.5205
male,68.29276,130.0106
male,69.6923,140.5433
male,70.30843,136.5605
female,65.24029,116.5097
male,71.56487,132.1166
female,67.86942,130.7553
male,67.8101,144.9624
female,66.69452,119.4778
male,68.80517,129.8844
female,67.00182,134.3311
female,68.36228,144.5173
female,70.3389,131.5169
male,68.009,126.9959
male,65.48455,136.5241
male,69.68966,125.4997
female,68.552,129.4829
male,68.2096,138.6158
female,66.93118,121.261
male,67.46192,119.6095
female,69.29621,107.5141
male,68.12627,130.5966
female,66.35397,124.3943
female,68.31918,120.5494
female,67.79233,119.2799
male,66.99949,124.8734
male,69.77773,131.3978
male,69.52365,147.8093
female,66.95733,129.7038
male,68.37534,117.5037
female,67.07925,137.0927
male,64.60565,98.9372
female,66.65496,139.758
male,69.01472,121.4022
female,66.8597,122.6126
female,69.87952,144.0689
female,64.61346,103.4199
male,67.75415,134.9398
male,73.02684,139.7916
male,68.15447,128.9553
female,72.59702,136.8067
male,68.01914,112.0903
female,65.82187,112.6344
male,68.81957,130.1162
female,71.317,144.7312
male,70.00255,137.785
female,66.38261,122.7683
female,68.21355,140.6809
female,67.74003,108.2607
male,70.18718,122.1478
male,71.83265,130.342
male,67.36621,116.9097
female,68.57086,135.0217
male,71.04741,151.1236
female,66.59795,123.6365
male,68.81107,118.8078
female,65.33076,116.2683
male,68.52512,129.2716
female,68.01263,133.3037
female,68.81095,129.318
female,71.415,142.9992
male,73.38057,154.3189
male,69.0571,127.9148
male,66.30593,125.7792
female,67.19635,120.2431
male,66.82731,118.848
female,70.80376,131.1233
male,69.21079,126.0975
female,68.97666,140.9174
male,70.93475,141
female,69.29018,137.2974
female,67.88454,132.3025
female,68.839,139.0026
male,68.75738,128.0374
male,66.63057,118.8852
male,68.70439,122.1627
female,70.42439,142.969
male,68.09534,120.9784
female,68.73448,155.5583
male,66.32387,126.5144
female,68.38525,133.0024
male,71.26558,129.0136
female,70.30804,139.5592
female,72.37914,125.4124
female,70.68229,145.6807
male,69.25524,116.9842
male,68.61717,118.0604
male,69.95234,154.2652
female,67.21192,122.616
male,68.95803,140.1877
female,70.21225,115.701
male,66.06475,117.0679
female,69.89075,153.5111
male,65.70868,118.8838
female,67.40897,131.353
female,67.80336,128.5892
female,66.77537,126.0811
male,69.39472,124.5088
male,68.03254,152.3259
male,70.68853,142.0573
female,64.90623,125.4661
male,66.7301,124.653
female,66.05134,125.7801
male,65.12063,107.4916
female,70.73337,136.9526
male,70.21345,129.7068
female,67.41542,144.5605
female,69.81576,121.2493
female,69.08556,124.4855
male,68.79164,125.9361
male,64.48761,124.4471
male,65.63039,122.1341
female,63.8873,101.9472
male,64.23075,110.6193
female,68.96118,138.7769
male,67.28415,117.8188
female,67.95165,129.1463
male,66.13126,121.0599
female,69.68175,125.9135
female,68.97307,132.694
female,68.54922,140.4031
male,72.05551,144.0404
male,69.71957,127.4787
male,66.86686,144.6107
female,68.5857,132.7412
male,67.71756,150.1169
female,69.84981,115.8517
male,70.80466,148.1321
female,69.82289,136.5182
male,68.44916,118.8654
female,64.51651,124.292
female,66.39716,102.9907
female,70.74389,119.446
male,68.03206,126.3614
male,70.51117,146.8083
male,68.10873,141.6847
female,67.23845,115.9517
male,68.54145,146.4722
female,66.88341,120.6493
male,67.94309,127.9486
female,70.47829,140.5446
male,67.41672,103.9911
female,71.68845,138.8903
female,68.42777,132.1107
female,69.80496,139.5662
male,69.95499,123.728
male,66.12776,129.0935
male,66.77574,104.4298
female,68.88634,146.4716
male,66.04019,122.0205
female,66.82725,105.2155
male,71.84956,114.3322
female,66.5493,120.0294
male,66.64194,122.2388
female,69.40514,125.8462
female,68.9732,149.142
female,68.89927,118.6997
male,66.49234,114.5492
male,69.66246,123.1604
male,71.37386,119.0819
female,68.49401,128.6116
male,66.74375,116.3968
female,68.17463,136.3225
male,66.44601,109.0425
female,66.93173,127.6166
male,71.05722,129.2659
female,70.44551,132.4324
female,66.78778,123.2117
female,66.99974,104.313
male,66.93056,129.3818
male,68.64546,156.5212
male,68.33571,116.6739
female,67.13465,131.0346
male,66.99755,137.65
female,66.55502,109.5773
male,67.6653,118.1356
female,68.29447,121.9493
male,67.86169,136.1423
female,65.99617,123.9677
female,69.31348,126.5029
female,66.8696,128.1357
male,67.89663,111.9666
male,68.59532,132.2773
male,65.47889,119.7798
female,65.17519,122.6844
male,69.09782,121.3777
female,68.59388,135.8185
male,67.38888,107.0327
female,67.39861,148.6724
male,67.55792,118.6378
female,68.62413,135.944
female,68.57569,143.4643
female,69.64614,139.2707
male,70.87591,153.1772
male,66.54682,120.1556
male,66.75683,122.6771
female,69.0924,132.2348
male,66.26872,125.055
female,70.44345,129.744
male,65.63798,100.8841
female,66.14059,125.2816
male,69.02744,116.3008
female,69.11634,135.7018
female,66.91189,124.487
female,67.47984,118.6579
male,66.27411,142.8314
male,69.06754,133.5337
male,68.74367,113.0626
female,67.78497,123.231
male,66.80328,121.5905
female,67.49976,125.0247
male,65.05186,123.9833
female,69.20162,105.2719
male,69.61355,124.7545
female,70.41472,130.2035
female,62.91894,121.8655
female,69.06546,125.3295
male,68.80458,123.1664
male,67.55559,144.891
male,69.75067,136.7792
female,68.04394,129.1908
male,70.18295,107.8295
female,68.99489,141.8741
male,67.51961,128.5576
female,64.56646,119.602
male,71.95831,135.2597
female,69.0224,144.1056
female,66.51118,122.3771
female,67.9872,121.1185
male,67.45834,111.0184
male,67.4141,136.7198
male,65.22365,112.0242
female,69.31591,142.3476
male,69.34287,135.2131
female,68.50494,143.4556
male,70.94343,137.6151
female,69.26483,122.2489
